model,extraction,dataset,layer,auc_vs_all_controls,auc_vs_neutral,auc_std
Gemma_2_9B_instruct,mean,S2_1P,37,0.9795,0.9225,0.011554220008291321
Gemma_2_9B_instruct,mean,S2_1P,38,0.9799999999999999,0.924,0.010839741694339393
Gemma_2_9B_instruct,mean,S2_1P,39,0.9800000000000001,0.9265000000000001,0.011180339887498935
Gemma_2_9B_instruct,mean,S2_1P,40,0.9804999999999999,0.9265000000000001,0.010999999999999977
Gemma_2_9B_instruct,mean,S2_1P,41,0.978,0.925,0.015280706789936094
Gemma_2_9B_instruct,mean,S2_3P,0,0.8965,0.8195,0.03544714374953218
Gemma_2_9B_instruct,mean,S2_3P,1,0.8939999999999999,0.8135,0.040730823708832554
Gemma_2_9B_instruct,mean,S2_3P,2,0.9039999999999999,0.7889999999999999,0.033037857073363604
Gemma_2_9B_instruct,mean,S2_3P,3,0.908,0.794,0.03533411948810946
Gemma_2_9B_instruct,mean,S2_3P,4,0.9065,0.8099999999999999,0.0319609136289938
Gemma_2_9B_instruct,mean,S2_3P,5,0.906,0.833,0.0421781934179263
Gemma_2_9B_instruct,mean,S2_3P,6,0.915,0.8290000000000001,0.04095729483254479
Gemma_2_9B_instruct,mean,S2_3P,7,0.924,0.8274999999999999,0.03448187929913334
Gemma_2_9B_instruct,mean,S2_3P,8,0.9315000000000001,0.8515,0.022781571499789037
Gemma_2_9B_instruct,mean,S2_3P,9,0.938,0.8634999999999999,0.020820662813657045
Gemma_2_9B_instruct,mean,S2_3P,10,0.938,0.865,0.023895606290697015
Gemma_2_9B_instruct,mean,S2_3P,11,0.9339999999999999,0.8560000000000001,0.01471393896956214
Gemma_2_9B_instruct,mean,S2_3P,12,0.9420000000000002,0.8594999999999999,0.0171318416990118
Gemma_2_9B_instruct,mean,S2_3P,13,0.9390000000000001,0.859,0.023162469643800993
Gemma_2_9B_instruct,mean,S2_3P,14,0.9385,0.867,0.02194310825749169
Gemma_2_9B_instruct,mean,S2_3P,15,0.9434999999999999,0.8654999999999999,0.02136586061922148
Gemma_2_9B_instruct,mean,S2_3P,16,0.9415000000000001,0.8765000000000001,0.01953202498462462
Gemma_2_9B_instruct,mean,S2_3P,17,0.9465,0.8819999999999999,0.015937377450509247
Gemma_2_9B_instruct,mean,S2_3P,18,0.9475,0.8785000000000001,0.018096961070853842
Gemma_2_9B_instruct,mean,S2_3P,19,0.9375,0.8785000000000001,0.022748626332154652
Gemma_2_9B_instruct,mean,S2_3P,20,0.9390000000000001,0.877,0.020591260281974
Gemma_2_9B_instruct,mean,S2_3P,21,0.9435,0.883,0.01743559577416271
Gemma_2_9B_instruct,mean,S2_3P,22,0.942,0.8795,0.01511621645783092
Gemma_2_9B_instruct,mean,S2_3P,23,0.9455,0.876,0.016688319268278615
Gemma_2_9B_instruct,mean,S2_3P,24,0.9460000000000001,0.8724999999999999,0.019013153341831512
Gemma_2_9B_instruct,mean,S2_3P,25,0.942,0.8655000000000002,0.02425901894141636
Gemma_2_9B_instruct,mean,S2_3P,26,0.9490000000000001,0.8789999999999999,0.015937377450509205
Gemma_2_9B_instruct,mean,S2_3P,27,0.95,0.8744999999999999,0.019811612756158913
Gemma_2_9B_instruct,mean,S2_3P,28,0.952,0.8705,0.014177446878757792
Gemma_2_9B_instruct,mean,S2_3P,29,0.9595,0.8724999999999999,0.011335784048754613
Gemma_2_9B_instruct,mean,S2_3P,30,0.9604999999999999,0.8765000000000001,0.014352700094407256
Gemma_2_9B_instruct,mean,S2_3P,31,0.9620000000000001,0.8775000000000001,0.009924716620639581
Gemma_2_9B_instruct,mean,S2_3P,32,0.959,0.8775000000000001,0.01007472083980495
Gemma_2_9B_instruct,mean,S2_3P,33,0.958,0.882,0.013546217184144027
Gemma_2_9B_instruct,mean,S2_3P,34,0.954,0.881,0.017507141400011524
Gemma_2_9B_instruct,mean,S2_3P,35,0.9559999999999998,0.877,0.016324827717314458
Gemma_2_9B_instruct,mean,S2_3P,36,0.9565000000000001,0.8809999999999999,0.017720045146669323
Gemma_2_9B_instruct,mean,S2_3P,37,0.9585000000000001,0.8789999999999999,0.014106735979665806
Gemma_2_9B_instruct,mean,S2_3P,38,0.953,0.8775000000000001,0.014781745499094506
Gemma_2_9B_instruct,mean,S2_3P,39,0.9560000000000001,0.8825,0.016170961628796193
Gemma_2_9B_instruct,mean,S2_3P,40,0.9595,0.891,0.014781745499094466
Gemma_2_9B_instruct,mean,S2_3P,41,0.959,0.8960000000000001,0.016777961735562532
